[03 sep 21:52:03] CREATE:ItemAuction, item 268437784:Improved Ring of Queen Ant(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437785:Lava Saw(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437786:Refined Black Feather Mask(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437787:Vigwik Axe(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437788:Green Soul Crystal - Stage 15(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437789:Vigwik Axe(1)
[03 sep 21:58:46] CREATE:Hellbound Map, item 268483949:Map of Hellbound(1), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[03 sep 23:34:23] CREATE:Loot, item 268485023:Sealed Leather Armor of Nightmare Fabric(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484929]
[03 sep 23:34:23] CREATE:Loot, item 268485024:Donation Coin(1613225), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484931]
[03 sep 23:34:23] CREATE:Loot, item 268485025:Shining Arrow(262), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484931]
[03 sep 23:34:23] CREATE:Loot, item 268485026:Gold Knight(454196), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484932]
[03 sep 23:34:23] CREATE:Loot, item 268485027:Leonard(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484932]
[03 sep 23:34:23] CREATE:Loot, item 268485028:Adena(11880), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484938]
[03 sep 23:34:23] CREATE:Loot, item 268485029:Life Stone - Level 84(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484938]
[03 sep 23:34:23] CREATE:Loot, item 268485030:Adena(363458), L2PcInstance:Kira[268481600], L2MonsterInstance:Sagittarius(6002)[268477951]
[03 sep 23:34:26] CHANGE:Consume, item 268482853:Spirit Ore(636), PrevCount(640), L2PcInstance:Kira[268481600]
[03 sep 23:34:30] CHANGE:Consume, item 268482853:Spirit Ore(632), PrevCount(636), L2PcInstance:Kira[268481600]
[03 sep 23:34:31] CREATE:Loot, item 268485032:Vote Coin(99039810), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484937]
[03 sep 23:34:31] CREATE:Loot, item 268485033:Leonard(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484937]
[03 sep 23:34:31] CREATE:Loot, item 268485034:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484937]
[03 sep 23:34:31] CREATE:Loot, item 268485035:Gold Knight(3303117), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484939]
[03 sep 23:34:31] CREATE:Loot, item 268485036:Shining Arrow(1834), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484939]
[03 sep 23:34:31] CREATE:Loot, item 268485037:Sealed Leather Armor of Nightmare Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484939]
[03 sep 23:34:31] CREATE:Loot, item 268485038:Adena(13138), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485031]
[03 sep 23:34:31] CREATE:Loot, item 268485039:Shining Arrow(272), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485031]
[03 sep 23:34:31] CREATE:Loot, item 268485040:Sealed Leather Armor of Nightmare Fabric(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485031]
[03 sep 23:34:34] CHANGE:Consume, item 268482853:Spirit Ore(628), PrevCount(632), L2PcInstance:Kira[268481600]
[03 sep 23:34:34] CREATE:Loot, item 268485046:Adena(75870), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484936]
[03 sep 23:34:34] CREATE:Loot, item 268485047:Shining Arrow(1982), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484936]
[03 sep 23:34:34] CREATE:Loot, item 268485048:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484936]
[03 sep 23:34:38] CHANGE:Consume, item 268482853:Spirit Ore(624), PrevCount(628), L2PcInstance:Kira[268481600]
[03 sep 23:34:41] CHANGE:Consume, item 268482853:Spirit Ore(620), PrevCount(624), L2PcInstance:Kira[268481600]
[03 sep 23:34:42] CREATE:Loot, item 268485050:Donation Coin(10806930), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484913]
[03 sep 23:34:42] CREATE:Loot, item 268485051:Shining Arrow(1839), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484913]
[03 sep 23:34:42] CREATE:Loot, item 268485052:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484913]
[03 sep 23:34:42] CREATE:Loot, item 268485053:Adena(62544), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484917]
[03 sep 23:34:42] CREATE:Loot, item 268485054:Shining Arrow(1753), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484917]
[03 sep 23:34:42] CREATE:Loot, item 268485055:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484917]
[03 sep 23:34:42] CREATE:Loot, item 268485056:Adena(91173), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484926]
[03 sep 23:34:42] CREATE:Loot, item 268485057:Life Stone - Level 84(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484926]
[03 sep 23:34:42] CREATE:Loot, item 268485058:Sealed Leather Armor of Nightmare Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484926]
[03 sep 23:34:45] CHANGE:Consume, item 268482853:Spirit Ore(616), PrevCount(620), L2PcInstance:Kira[268481600]
[03 sep 23:34:46] CREATE:Loot, item 268485059:Donation Coin(10946136), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484934]
[03 sep 23:34:46] CREATE:Loot, item 268485060:Shining Arrow(1949), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484934]
[03 sep 23:34:46] CREATE:Loot, item 268485061:Sealed Leather Armor of Nightmare Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484934]
[03 sep 23:34:48] CHANGE:Consume, item 268482853:Spirit Ore(612), PrevCount(616), L2PcInstance:Kira[268481600]
[03 sep 23:34:49] CREATE:Loot, item 268485063:Gold Knight(3422026), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484919]
[03 sep 23:34:49] CREATE:Loot, item 268485064:Adamantine(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484919]
[03 sep 23:34:49] CREATE:Loot, item 268485065:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484919]
[03 sep 23:34:49] CREATE:Loot, item 268485066:Vote Coin(92768348), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484925]
[03 sep 23:34:49] CREATE:Loot, item 268485067:Life Stone - Level 84(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484925]
[03 sep 23:34:49] CREATE:Loot, item 268485068:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484925]
[03 sep 23:34:49] CREATE:Loot, item 268485069:Vote Coin(11288349), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485049]
[03 sep 23:34:49] CREATE:Loot, item 268485070:Shining Arrow(204), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485049]
[03 sep 23:34:52] CHANGE:Consume, item 268482853:Spirit Ore(608), PrevCount(612), L2PcInstance:Kira[268481600]
[03 sep 23:34:52] CREATE:Loot, item 268485071:Adena(75261), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484922]
[03 sep 23:34:52] CREATE:Loot, item 268485072:Holy Stone(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484922]
[03 sep 23:34:52] CREATE:Loot, item 268485073:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484922]
[03 sep 23:34:55] CHANGE:Consume, item 268482853:Spirit Ore(604), PrevCount(608), L2PcInstance:Kira[268481600]
[03 sep 23:34:56] CREATE:Loot, item 268485074:Adena(93523), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484970]
[03 sep 23:34:56] CREATE:Loot, item 268485075:Shining Arrow(1889), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484970]
[03 sep 23:34:56] CREATE:Loot, item 268485076:Sealed Majestic Leather Armor Fabric(2), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268484970]
[03 sep 23:34:56] CREATE:Loot, item 268485077:Donation Coin(1303597), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485062]
[03 sep 23:34:56] CREATE:Loot, item 268485078:Shining Arrow(232), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485062]
[03 sep 23:35:27] CREATE:Loot, item 268485083:Gold Knight(387501), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485080]
[03 sep 23:35:27] CREATE:Loot, item 268485084:Shining Arrow(204), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485080]
[03 sep 23:35:31] CREATE:Loot, item 268485086:Donation Coin(1331026), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485082]
[03 sep 23:35:31] CREATE:Loot, item 268485087:Shining Arrow(191), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485082]
[03 sep 23:35:31] CREATE:Loot, item 268485088:Sealed Majestic Leather Armor Fabric(1), L2PcInstance:Kira[268481600], L2MonsterInstance:Passageway Guards(22371)[268485082]
[03 sep 23:38:12] CHANGE:Scheme system, item 268482500:Adena(38545261912), PrevCount(38545264512), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[03 sep 23:43:45] CREATE:Init, item 268485175:Adena(500000), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485176:No Grade Beginner's Adventurer Support Pack(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485177:D-Grade Mage Support Pack(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485178:Beginner's Adventurer Reinforcement Pack(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485179:Apprentice's Wand(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485180:Apprentice's Tunic(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485181:Apprentice's Stockings(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485182:Tutorial Guide(1), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485183:Adventurer's Scroll of Escape(5), L2PcInstance:Patata[268485174]
[03 sep 23:43:45] CREATE:Init, item 268485184:Kamael Village Teleportation Scroll(10), L2PcInstance:Patata[268485174]
[03 sep 23:45:57] CREATE:Hellbound Map, item 268485197:Map of Hellbound(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:45:57] CREATE:AIO Item, item 268485198:Deck(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:47:01] CHANGE:Scheme system, item 268485175:Adena(495700), PrevCount(500000), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:47:16] CREATE:Loot, item 268485221:Adena(72), L2PcInstance:Patata[268485174], L2MonsterInstance:Gremlin(18342)[268465672]
[03 sep 23:47:29] CHANGE:Pickup, item 268485175:Adena(495772), PrevCount(495700), L2PcInstance:Patata[268485174]
[03 sep 23:47:29] DELETE:Pickup, item 268485221:Adena(0), PrevCount(72), L2PcInstance:Patata[268485174]
[03 sep 23:47:55] CREATE:Loot, item 268485224:Adena(77), L2PcInstance:Patata[268485174], L2MonsterInstance:Gremlin(18342)[268485223]
[03 sep 23:47:58] CHANGE:Pickup, item 268485175:Adena(495849), PrevCount(495772), L2PcInstance:Patata[268485174]
[03 sep 23:47:58] DELETE:Pickup, item 268485224:Adena(0), PrevCount(77), L2PcInstance:Patata[268485174]
[03 sep 23:48:28] CREATE:Loot, item 268485227:Adena(12), L2PcInstance:Patata[268485174], L2MonsterInstance:Gremlin(18342)[268465664]
[03 sep 23:48:29] CREATE:Loot, item 268485228:Blue Gemstone(1), L2PcInstance:Patata[268485174], L2MonsterInstance:Gremlin(18342)[268465664]
[03 sep 23:48:32] SETOWNER:Pickup, item 268485228:Blue Gemstone(1), L2PcInstance:Patata[268485174]
[03 sep 23:48:36] DELETE:Quest, item 268485228:Blue Gemstone(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:36] CREATE:Quest, item 268485235:Leaf of the Mother Tree(1), L2PcInstance:Patata[268485174], L2NpcInstance:Newbie Helper(30400)[268466694]
[03 sep 23:48:36] CREATE:Quest, item 268485236:Spiritshot: No Grade for Beginners(100), L2PcInstance:Patata[268485174], L2NpcInstance:Newbie Helper(30400)[268466694]
[03 sep 23:48:45] DELETE:Extract, item 268485178:Beginner's Adventurer Reinforcement Pack(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:45] CREATE:Extract, item 268485237:Afro Hair - Big Head, Firework - 7-day limited period(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:45] CREATE:Extract, item 268485238:Rune of Experience Points 50% 7-Day Pack(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:45] CREATE:Extract, item 268485239:Rune of SP 50% 7-Day Pack(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] DELETE:Extract, item 268485177:D-Grade Mage Support Pack(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] CREATE:Extract, item 268485240:Common Item - Ghost Staff(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] CREATE:Extract, item 268485241:Common Item - Mithril Tunic(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] CREATE:Extract, item 268485242:Common Item - Mithril Stockings(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] CREATE:Extract, item 268485243:Common Item - Salamander Skin Boots(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] CREATE:Extract, item 268485244:Common Item - Ogre Power Gauntlet(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:46] CREATE:Extract, item 268485245:Common Item - Plate Helmet(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] DELETE:Extract, item 268485176:No Grade Beginner's Adventurer Support Pack(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485246:Shadow Item: Falchion(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485247:Shadow Item: Mage Staff(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485248:Shadow Item: Bronze Breastplate(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485249:Shadow Item: Bronze Gaiters(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485250:Shadow Item: Hard Leather Shirt(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485251:Shadow Item: Hard Leather Gaiters(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485252:Shadow Item: Tunic of Magic(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485253:Shadow Item: Stockings of Magic(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485254:Sweet Fruit Cocktail(3), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:48] CREATE:Extract, item 268485255:Fresh Fruit Cocktail(3), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:49] DELETE:Extract, item 268485238:Rune of Experience Points 50% 7-Day Pack(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:49] CREATE:Extract, item 268485257:Rune of Experience Points 50% - 7-day limited period(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:50] DELETE:Extract, item 268485239:Rune of SP 50% 7-Day Pack(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:48:50] CREATE:Extract, item 268485258:Rune of SP 50% - 7-day limited period(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:50:13] CHANGE:Pickup, item 268485175:Adena(495861), PrevCount(495849), L2PcInstance:Patata[268485174]
[03 sep 23:50:13] DELETE:Pickup, item 268485227:Adena(0), PrevCount(12), L2PcInstance:Patata[268485174]
[03 sep 23:50:20] CREATE:Loot, item 268485263:Adena(11), L2PcInstance:Patata[268485174], L2MonsterInstance:Gremlin(18342)[268485256]
[03 sep 23:50:26] CHANGE:Pickup, item 268485175:Adena(495872), PrevCount(495861), L2PcInstance:Patata[268485174]
[03 sep 23:50:26] DELETE:Pickup, item 268485263:Adena(0), PrevCount(11), L2PcInstance:Patata[268485174]
[03 sep 23:50:34] DELETE:Quest, item 268485235:Leaf of the Mother Tree(0), PrevCount(1), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:50:34] CHANGE:Quest, item 268485236:Spiritshot: No Grade for Beginners(200), PrevCount(100), L2PcInstance:Patata[268485174], L2NpcInstance:Nerupa(30370)[268466692]
[03 sep 23:51:22] CHANGE:Consume, item 268485254:Sweet Fruit Cocktail(2), PrevCount(3), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:51:24] CHANGE:Consume, item 268485255:Fresh Fruit Cocktail(2), PrevCount(3), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:51:51] CHANGE:AIO Teleport, item 268485175:Adena(494872), PrevCount(495872), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:52:40] CHANGE:ClassMaster, item 268485175:Adena(394872), PrevCount(494872), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:54:21] CHANGE:Quest, item 268485175:Adena(1000394871), PrevCount(394872), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:22] CHANGE:Quest, item 268485175:Adena(2000394870), PrevCount(1000394871), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:23] CHANGE:Quest, item 268485175:Adena(3000394869), PrevCount(2000394870), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:24] CHANGE:Quest, item 268485175:Adena(4000394868), PrevCount(3000394869), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:24] CHANGE:Quest, item 268485175:Adena(5000394867), PrevCount(4000394868), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:25] CHANGE:Quest, item 268485175:Adena(6000394866), PrevCount(5000394867), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:25] CHANGE:Quest, item 268485175:Adena(7000394865), PrevCount(6000394866), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:26] CHANGE:Quest, item 268485175:Adena(8000394864), PrevCount(7000394865), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:27] CHANGE:Quest, item 268485175:Adena(9000394863), PrevCount(8000394864), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:35] CREATE:Quest, item 268485311:Noble Enhancement Stone(10000), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:41] CREATE:Quest, item 268485312:Ancient Adena(999999999), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:42] CHANGE:Quest, item 268485312:Ancient Adena(1999999998), PrevCount(999999999), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:54:43] CHANGE:Quest, item 268485312:Ancient Adena(2147483647), PrevCount(1999999998), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:55:03] CREATE:Quest, item 268485313:Noblesse Tiara(1), L2PcInstance:Patata[268485174], L2NpcInstance:Zeus(559)[268478031]
[03 sep 23:55:28] CHANGE:ClassMaster, item 268485175:Adena(8999394863), PrevCount(9000394863), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
[03 sep 23:55:32] CHANGE:ClassMaster, item 268485175:Adena(8989394863), PrevCount(8999394863), L2PcInstance:Patata[268485174], L2PcInstance:Patata[268485174]
